date,nav,scheme_code,scheme_name
2009-01-29,12.0893,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-28,12.0883,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-27,12.0868,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-23,12.0853,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-22,12.0826,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-21,12.0815,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-20,12.0786,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-19,12.0745,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-16,12.0678,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-15,12.0647,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-14,12.0636,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-13,12.0637,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-12,12.0648,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-09,12.0634,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-07,12.0603,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-06,12.0503,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-05,12.0466,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-02,12.0479,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2009-01-01,12.0439,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2008-12-31,12.0461,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2008-12-30,12.0412,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2008-12-29,12.0401,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2008-12-26,12.0369,102904,JM Equity & Derivative Fund-Bonus-Bonus option
2008-12-24,12.0281,102904,JM Equity & Derivative Fund-Bonus-Bonus option
