date,nav,scheme_code,scheme_name
2014-10-09,26.3,102243,ING Large Cap Equity Fund-Dividend Option
2014-10-08,25.88,102243,ING Large Cap Equity Fund-Dividend Option
2014-10-07,26.01,102243,ING Large Cap Equity Fund-Dividend Option
2014-10-01,26.3,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-30,26.36,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-29,26.34,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-26,26.31,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-25,26.06,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-24,26.47,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-23,26.58,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-22,27.04,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-19,26.93,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-18,26.91,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-17,26.5,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-16,26.35,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-15,26.82,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-12,27.02,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-11,26.98,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-10,27.04,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-09,27.19,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-08,27.2,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-05,26.96,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-04,26.99,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-03,27.1,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-02,26.95,102243,ING Large Cap Equity Fund-Dividend Option
2014-09-01,26.77,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-28,26.48,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-27,26.46,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-26,26.38,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-25,26.41,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-22,26.51,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-21,26.41,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-20,26.34,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-19,26.38,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-18,26.33,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-14,25.99,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-13,25.79,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-12,25.79,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-11,25.49,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-08,25.34,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-07,25.58,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-06,25.64,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-05,25.91,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-04,25.7,102243,ING Large Cap Equity Fund-Dividend Option
2014-08-01,25.42,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-31,25.68,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-30,25.85,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-28,25.61,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-25,25.76,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-24,26.0,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-23,25.92,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-22,25.82,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-21,25.62,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-18,25.54,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-17,25.5,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-16,25.44,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-15,25.08,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-14,24.73,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-11,24.77,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-10,25.13,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-09,25.19,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-08,25.31,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-07,25.92,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-04,25.79,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-03,25.66,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-02,25.66,102243,ING Large Cap Equity Fund-Dividend Option
2014-07-01,25.39,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-30,25.34,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-27,25.0,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-26,24.86,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-25,25.15,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-24,25.29,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-23,25.01,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-20,25.06,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-19,25.17,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-18,25.16,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-17,25.41,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-16,25.02,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-13,25.03,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-12,25.45,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-11,25.41,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-10,25.53,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-09,25.55,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-06,25.32,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-05,24.94,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-04,24.66,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-03,24.69,102243,ING Large Cap Equity Fund-Dividend Option
2014-06-02,24.5,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-30,24.03,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-29,24.03,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-28,24.31,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-27,24.29,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-26,24.47,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-23,24.55,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-22,24.14,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-21,23.99,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-20,24.1,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-19,24.06,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-16,23.65,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-15,23.31,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-14,23.31,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-13,23.16,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-12,22.82,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-09,22.36,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-08,21.71,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-07,21.72,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-06,21.89,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-05,21.84,102243,ING Large Cap Equity Fund-Dividend Option
2014-05-02,21.84,102243,ING Large Cap Equity Fund-Dividend Option
2014-04-30,21.86,102243,ING Large Cap Equity Fund-Dividend Option
2014-04-29,21.9,102243,ING Large Cap Equity Fund-Dividend Option
2014-04-28,22.08,102243,ING Large Cap Equity Fund-Dividend Option
