date,nav,scheme_code,scheme_name
2026-01-08,27.0906,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2026-01-07,27.1568,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2026-01-06,27.1447,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2026-01-05,27.173,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2026-01-02,27.1761,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2026-01-01,27.135,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-31,27.1006,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-30,27.0449,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-29,27.0457,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-26,27.0629,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-24,27.0846,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-23,27.0723,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-22,27.0741,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-19,27.0304,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-18,26.9827,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-17,26.9846,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-16,26.9995,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-15,27.0154,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-12,27.0156,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-11,26.9621,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-10,26.9386,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-09,26.9835,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-08,27.0033,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-05,27.0647,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-04,27.0138,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-03,27.0055,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-02,27.0271,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-12-01,27.0605,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-28,27.0608,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-27,27.0723,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-26,27.0611,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-25,26.995,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-24,26.9795,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-21,27.0003,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-20,27.0299,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-19,27.0064,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-18,26.9575,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-17,26.9702,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-14,26.9353,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-13,26.9323,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-12,26.9109,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-11,26.8787,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-10,26.8472,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-07,26.8023,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-06,26.8039,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-04,26.8257,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-11-03,26.8496,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-31,26.8036,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-30,26.8421,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-29,26.8665,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-28,26.8309,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-27,26.8397,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-24,26.7876,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-23,26.7798,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-20,26.8011,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-17,26.7853,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-16,26.7499,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-15,26.6841,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-14,26.6309,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-13,26.6444,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-10,26.6237,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-09,26.616,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-08,26.6123,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-07,26.6195,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-06,26.587,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-03,26.5425,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-10-01,26.5054,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-30,26.4417,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-26,26.4774,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-25,26.5025,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-24,26.5519,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-23,26.5818,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-22,26.5881,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-19,26.6254,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-18,26.635,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-17,26.6198,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-16,26.5993,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-15,26.5684,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-12,26.5651,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-11,26.5405,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-10,26.5191,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-09,26.501,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-08,26.4882,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-05,26.4868,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-04,26.4925,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-03,26.4677,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-02,26.4338,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-09-01,26.42,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-08-29,26.3726,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-08-28,26.406,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-08-26,26.4455,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-08-25,26.5082,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
2025-08-22,26.4967,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
