date,nav,scheme_code,scheme_name
2009-01-29,10.1521,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-28,10.1513,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-27,10.15,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-23,10.1488,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-22,10.1466,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-21,10.1456,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-20,10.1432,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-19,10.1397,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-16,10.1341,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-15,10.1315,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-14,10.1306,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-13,10.1306,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-12,10.1316,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-09,10.1304,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-07,10.1278,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-06,10.1194,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-05,10.1163,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-02,10.1174,102903,JM Equity & Derivative Fund-Dividend-dividend option
2009-01-01,10.1141,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-31,10.1158,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-30,10.1117,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-29,10.1108,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-26,10.1081,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-24,10.1008,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-23,10.101,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-22,10.0989,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-19,10.0979,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-18,10.0933,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-17,10.0881,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-16,10.0857,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-15,10.2403,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-12,10.2393,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-11,10.2413,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-10,10.2314,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-08,10.235,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-05,10.2326,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-04,10.2288,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-03,10.2343,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-02,10.2434,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-12-01,10.2112,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-28,10.2371,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-26,10.2429,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-25,10.2172,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-24,10.2108,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-21,10.2082,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-20,10.2122,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-19,10.2087,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-18,10.2029,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-17,10.1975,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-14,10.1885,102903,JM Equity & Derivative Fund-Dividend-dividend option
2008-11-12,10.1951,102903,JM Equity & Derivative Fund-Dividend-dividend option
