date,nav,scheme_code,scheme_name
2026-01-09,16.391,102947,HDFC Hybrid Equity Fund - IDCW Plan
2026-01-08,16.48,102947,HDFC Hybrid Equity Fund - IDCW Plan
2026-01-07,16.599,102947,HDFC Hybrid Equity Fund - IDCW Plan
2026-01-06,16.616,102947,HDFC Hybrid Equity Fund - IDCW Plan
2026-01-05,16.648,102947,HDFC Hybrid Equity Fund - IDCW Plan
2026-01-02,16.657,102947,HDFC Hybrid Equity Fund - IDCW Plan
2026-01-01,16.601,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-31,16.617,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-30,16.512,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-29,16.53,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-26,16.821,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-24,16.877,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-23,16.886,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-22,16.888,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-19,16.811,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-18,16.732,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-17,16.751,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-16,16.786,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-15,16.861,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-12,16.859,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-11,16.801,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-10,16.752,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-09,16.807,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-08,16.798,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-05,16.911,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-04,16.864,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-03,16.854,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-02,16.843,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-12-01,16.901,102947,HDFC Hybrid Equity Fund - IDCW Plan
2025-11-28,16.918,102947,HDFC Hybrid Equity Fund - IDCW Plan
