date,nav,scheme_code,scheme_name
2021-12-30,111.33,101265,Principal Hybrid Equity Fund-Growth
2021-12-29,111.37,101265,Principal Hybrid Equity Fund-Growth
2021-12-28,111.57,101265,Principal Hybrid Equity Fund-Growth
2021-12-27,110.72,101265,Principal Hybrid Equity Fund-Growth
2021-12-24,110.34,101265,Principal Hybrid Equity Fund-Growth
2021-12-23,110.81,101265,Principal Hybrid Equity Fund-Growth
2021-12-22,110.31,101265,Principal Hybrid Equity Fund-Growth
2021-12-21,109.08,101265,Principal Hybrid Equity Fund-Growth
2021-12-20,108.17,101265,Principal Hybrid Equity Fund-Growth
2021-12-17,110.52,101265,Principal Hybrid Equity Fund-Growth
2021-12-16,111.96,101265,Principal Hybrid Equity Fund-Growth
2021-12-15,112.01,101265,Principal Hybrid Equity Fund-Growth
2021-12-14,112.65,101265,Principal Hybrid Equity Fund-Growth
2021-12-13,112.97,101265,Principal Hybrid Equity Fund-Growth
2021-12-10,113.15,101265,Principal Hybrid Equity Fund-Growth
2021-12-09,113.0,101265,Principal Hybrid Equity Fund-Growth
2021-12-08,112.85,101265,Principal Hybrid Equity Fund-Growth
2021-12-07,111.26,101265,Principal Hybrid Equity Fund-Growth
2021-12-06,109.99,101265,Principal Hybrid Equity Fund-Growth
2021-12-03,111.37,101265,Principal Hybrid Equity Fund-Growth
2021-12-02,112.02,101265,Principal Hybrid Equity Fund-Growth
2021-12-01,111.04,101265,Principal Hybrid Equity Fund-Growth
2021-11-30,110.27,101265,Principal Hybrid Equity Fund-Growth
2021-11-29,110.22,101265,Principal Hybrid Equity Fund-Growth
2021-11-26,110.18,101265,Principal Hybrid Equity Fund-Growth
2021-11-25,112.91,101265,Principal Hybrid Equity Fund-Growth
2021-11-24,112.38,101265,Principal Hybrid Equity Fund-Growth
2021-11-23,112.87,101265,Principal Hybrid Equity Fund-Growth
2021-11-22,112.22,101265,Principal Hybrid Equity Fund-Growth
2021-11-18,114.44,101265,Principal Hybrid Equity Fund-Growth
2021-11-17,115.28,101265,Principal Hybrid Equity Fund-Growth
2021-11-16,115.54,101265,Principal Hybrid Equity Fund-Growth
2021-11-15,115.86,101265,Principal Hybrid Equity Fund-Growth
2021-11-12,115.9,101265,Principal Hybrid Equity Fund-Growth
2021-11-11,114.82,101265,Principal Hybrid Equity Fund-Growth
2021-11-10,115.58,101265,Principal Hybrid Equity Fund-Growth
2021-11-09,115.76,101265,Principal Hybrid Equity Fund-Growth
2021-11-08,115.53,101265,Principal Hybrid Equity Fund-Growth
