date,nav,scheme_code,scheme_name
2021-12-31,16.3588,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-30,16.2639,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-29,16.2632,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-28,16.2858,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-27,16.1842,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-24,16.1093,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-23,16.1756,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-22,16.0979,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-21,15.9472,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-20,15.8123,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-17,16.2925,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-16,16.4547,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-15,16.4596,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-14,16.5417,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-13,16.5322,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-10,16.5845,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-09,16.5743,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-08,16.557,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-07,16.3641,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-06,16.2031,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-03,16.3668,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-02,16.4243,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-12-01,16.3035,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-30,16.2214,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-29,16.2079,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-26,16.2565,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-25,16.6613,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-24,16.5656,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-23,16.6051,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-22,16.5221,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-18,16.7547,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-17,17.0166,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-16,17.0482,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-15,17.1299,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-12,17.1286,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-11,16.9764,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-10,17.0878,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-09,17.0954,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
2021-11-08,17.0874,101472,Sundaram Equity Hybrid Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
