date,nav,scheme_code,scheme_name
2016-03-02,17.46,101628,DWS Alpha Equity Fund - Dividend
2016-03-01,17.14,101628,DWS Alpha Equity Fund - Dividend
2016-02-29,16.61,101628,DWS Alpha Equity Fund - Dividend
2016-02-26,16.67,101628,DWS Alpha Equity Fund - Dividend
2016-02-25,16.55,101628,DWS Alpha Equity Fund - Dividend
2016-02-24,16.64,101628,DWS Alpha Equity Fund - Dividend
2016-02-23,16.85,101628,DWS Alpha Equity Fund - Dividend
2016-02-22,17.09,101628,DWS Alpha Equity Fund - Dividend
2016-02-19,17.02,101628,DWS Alpha Equity Fund - Dividend
2016-02-18,17.01,101628,DWS Alpha Equity Fund - Dividend
2016-02-17,16.8,101628,DWS Alpha Equity Fund - Dividend
2016-02-16,16.66,101628,DWS Alpha Equity Fund - Dividend
2016-02-15,16.93,101628,DWS Alpha Equity Fund - Dividend
2016-02-12,16.51,101628,DWS Alpha Equity Fund - Dividend
2016-02-11,16.53,101628,DWS Alpha Equity Fund - Dividend
2016-02-10,17.1,101628,DWS Alpha Equity Fund - Dividend
2016-02-09,17.27,101628,DWS Alpha Equity Fund - Dividend
2016-02-08,17.5,101628,DWS Alpha Equity Fund - Dividend
2016-02-05,17.72,101628,DWS Alpha Equity Fund - Dividend
2016-02-04,17.54,101628,DWS Alpha Equity Fund - Dividend
2016-02-03,17.45,101628,DWS Alpha Equity Fund - Dividend
2016-02-02,17.62,101628,DWS Alpha Equity Fund - Dividend
2016-02-01,17.84,101628,DWS Alpha Equity Fund - Dividend
2016-01-29,17.83,101628,DWS Alpha Equity Fund - Dividend
2016-01-28,17.53,101628,DWS Alpha Equity Fund - Dividend
2016-01-27,17.57,101628,DWS Alpha Equity Fund - Dividend
2016-01-25,17.58,101628,DWS Alpha Equity Fund - Dividend
2016-01-22,17.52,101628,DWS Alpha Equity Fund - Dividend
2016-01-21,17.18,101628,DWS Alpha Equity Fund - Dividend
2016-01-20,17.21,101628,DWS Alpha Equity Fund - Dividend
2016-01-19,17.5,101628,DWS Alpha Equity Fund - Dividend
2016-01-18,17.31,101628,DWS Alpha Equity Fund - Dividend
2016-01-15,17.5,101628,DWS Alpha Equity Fund - Dividend
2016-01-14,17.71,101628,DWS Alpha Equity Fund - Dividend
2016-01-13,17.77,101628,DWS Alpha Equity Fund - Dividend
2016-01-12,17.64,101628,DWS Alpha Equity Fund - Dividend
2016-01-11,17.76,101628,DWS Alpha Equity Fund - Dividend
2016-01-08,17.86,101628,DWS Alpha Equity Fund - Dividend
2016-01-07,17.77,101628,DWS Alpha Equity Fund - Dividend
2016-01-06,18.16,101628,DWS Alpha Equity Fund - Dividend
2016-01-05,18.22,101628,DWS Alpha Equity Fund - Dividend
2016-01-04,18.25,101628,DWS Alpha Equity Fund - Dividend
2016-01-01,18.63,101628,DWS Alpha Equity Fund - Dividend
2015-12-31,18.57,101628,DWS Alpha Equity Fund - Dividend
2015-12-30,18.45,101628,DWS Alpha Equity Fund - Dividend
2015-12-29,18.53,101628,DWS Alpha Equity Fund - Dividend
2015-12-28,18.51,101628,DWS Alpha Equity Fund - Dividend
2015-12-24,18.35,101628,DWS Alpha Equity Fund - Dividend
2015-12-23,18.88,101628,DWS Alpha Equity Fund - Dividend
2015-12-22,18.71,101628,DWS Alpha Equity Fund - Dividend
2015-12-21,18.83,101628,DWS Alpha Equity Fund - Dividend
2015-12-18,18.68,101628,DWS Alpha Equity Fund - Dividend
2015-12-17,18.87,101628,DWS Alpha Equity Fund - Dividend
2015-12-16,18.64,101628,DWS Alpha Equity Fund - Dividend
2015-12-15,18.55,101628,DWS Alpha Equity Fund - Dividend
2015-12-14,18.4,101628,DWS Alpha Equity Fund - Dividend
2015-12-11,18.31,101628,DWS Alpha Equity Fund - Dividend
2015-12-10,18.48,101628,DWS Alpha Equity Fund - Dividend
2015-12-09,18.32,101628,DWS Alpha Equity Fund - Dividend
2015-12-08,18.53,101628,DWS Alpha Equity Fund - Dividend
2015-12-07,18.67,101628,DWS Alpha Equity Fund - Dividend
2015-12-04,18.67,101628,DWS Alpha Equity Fund - Dividend
2015-12-03,18.85,101628,DWS Alpha Equity Fund - Dividend
2015-12-02,18.97,101628,DWS Alpha Equity Fund - Dividend
2015-12-01,19.03,101628,DWS Alpha Equity Fund - Dividend
2015-11-30,18.97,101628,DWS Alpha Equity Fund - Dividend
2015-11-27,19.0,101628,DWS Alpha Equity Fund - Dividend
2015-11-26,18.86,101628,DWS Alpha Equity Fund - Dividend
2015-11-24,18.78,101628,DWS Alpha Equity Fund - Dividend
2015-11-23,18.83,101628,DWS Alpha Equity Fund - Dividend
2015-11-20,18.85,101628,DWS Alpha Equity Fund - Dividend
2015-11-19,18.81,101628,DWS Alpha Equity Fund - Dividend
2015-11-18,18.55,101628,DWS Alpha Equity Fund - Dividend
2015-11-17,18.79,101628,DWS Alpha Equity Fund - Dividend
2015-11-16,18.74,101628,DWS Alpha Equity Fund - Dividend
2015-11-13,18.71,101628,DWS Alpha Equity Fund - Dividend
2015-11-10,18.76,101628,DWS Alpha Equity Fund - Dividend
2015-11-09,19.04,101628,DWS Alpha Equity Fund - Dividend
2015-11-06,19.15,101628,DWS Alpha Equity Fund - Dividend
2015-11-05,19.17,101628,DWS Alpha Equity Fund - Dividend
2015-11-04,19.36,101628,DWS Alpha Equity Fund - Dividend
2015-11-03,19.39,101628,DWS Alpha Equity Fund - Dividend
2015-11-02,19.36,101628,DWS Alpha Equity Fund - Dividend
2015-10-30,19.4,101628,DWS Alpha Equity Fund - Dividend
2015-10-29,19.46,101628,DWS Alpha Equity Fund - Dividend
2015-10-28,19.62,101628,DWS Alpha Equity Fund - Dividend
